,PostalCode,Fecha_más_reciente,Recuento_transacciones,Cantidad,Puntuación_actualidad,Puntuación_frecuencia,Puntuación_monetaria,Puntuación_RFM,quintile,Country,Country_codes
1048,13801.0,2011-10-04 10:15:00,9,120.4,3,2,3,323,3,United Kingdom,35
1049,13802.0,2011-07-24 13:26:00,22,232.08999999999992,2,5,2,252,2,United Kingdom,35
1050,13803.0,2011-03-29 12:57:00,3,46.599999999999994,1,2,2,122,1,United Kingdom,35
1051,13804.0,2011-11-09 12:32:00,40,813.1300000000001,4,4,4,444,4,United Kingdom,35
1052,13805.0,2011-08-02 15:29:00,1,27.839999999999996,2,1,2,212,2,United Kingdom,35
1053,13806.0,2011-10-07 11:43:00,1,12.48,3,1,1,311,3,United Kingdom,35
1054,13807.0,2010-12-07 15:48:00,2,32.5,1,1,3,113,1,United Kingdom,35
1055,13808.0,2011-12-04 12:18:00,25,633.6000000000001,5,2,5,525,5,United Kingdom,35
1056,13809.0,2011-02-07 13:15:00,2,15.85,1,1,2,112,1,Cyprus,7
1057,13810.0,2011-11-11 08:33:00,6,112.38000000000002,4,1,4,414,4,Germany,14
1058,13811.0,2011-06-09 09:54:00,5,465.0,1,3,5,135,1,Germany,14
1059,13812.0,2011-10-28 14:27:00,13,172.17999999999998,3,3,2,332,3,Germany,14
1060,13813.0,2011-10-31 10:38:00,24,446.81,3,4,4,344,3,Germany,14
1061,13814.0,2011-09-08 13:48:00,16,554.35,2,4,5,245,2,Germany,14
1062,13815.0,2011-11-16 13:54:00,56,1216.9899999999998,4,5,3,453,4,Germany,14
1063,13816.0,2011-11-16 08:38:00,9,220.01000000000002,4,2,3,423,4,Germany,14
1064,13817.0,2011-11-10 17:49:00,8,139.06,4,2,2,422,4,Germany,14
1065,13819.0,2011-02-11 10:38:00,15,543.7,1,5,5,155,1,United Kingdom,35
1066,13821.0,2011-07-18 09:49:00,21,125.96000000000002,2,4,1,241,2,United Kingdom,35
1067,13822.0,2011-12-04 12:13:00,25,126.20999999999998,5,2,1,521,5,United Kingdom,35
1068,13823.0,2011-11-21 10:22:00,13,286.97,4,2,4,424,4,United Kingdom,35
1069,13824.0,2011-11-07 12:41:00,16,658.9100000000001,4,2,5,425,4,United Kingdom,35
1070,13826.0,2011-07-04 16:27:00,6,93.95,2,2,3,223,2,United Kingdom,35
1071,13827.0,2011-10-13 12:38:00,25,91.96,3,4,1,341,3,United Kingdom,35
1072,13828.0,2011-11-17 16:02:00,5,75.75999999999999,4,1,3,413,4,United Kingdom,35
1073,13831.0,2011-11-23 15:41:00,29,697.99,4,4,4,444,4,United Kingdom,35
1074,13832.0,2011-11-20 15:36:00,1,15.0,4,1,1,411,4,United Kingdom,35
1075,13833.0,2011-07-03 13:27:00,6,70.0,2,2,2,222,2,United Kingdom,35
1076,13835.0,2011-11-14 15:37:00,18,290.74999999999994,4,3,3,433,4,United Kingdom,35
1077,13837.0,2011-05-12 12:10:00,8,92.9,1,4,2,142,1,United Kingdom,35
1078,13838.0,2011-12-04 11:00:00,47,181.57000000000005,5,4,1,541,5,United Kingdom,35
1079,13842.0,2011-10-12 10:51:00,65,1054.1699999999998,3,5,4,354,3,United Kingdom,35
1080,13844.0,2011-11-28 13:21:00,5,89.27999999999999,5,1,2,512,5,United Kingdom,35
1081,13845.0,2011-10-06 08:25:00,2,54.96,3,1,3,313,3,United Kingdom,35
1082,13846.0,2011-11-15 12:07:00,16,250.85999999999996,4,2,4,424,4,United Kingdom,35
1083,13848.0,2011-02-15 10:17:00,2,800.0,1,1,5,115,1,United Kingdom,35
1084,13849.0,2011-10-19 10:59:00,33,522.43,3,4,4,344,3,United Kingdom,35
1085,13850.0,2011-08-02 14:04:00,29,504.1899999999998,2,5,3,253,2,United Kingdom,35
1086,13851.0,2011-09-05 12:36:00,24,618.12,2,5,4,254,2,United Kingdom,35
1087,13853.0,2011-12-01 08:12:00,11,614.68,5,1,5,515,5,United Kingdom,35
1088,13854.0,2011-11-02 13:18:00,36,2895.37,3,5,5,355,3,United Kingdom,35
1089,13856.0,2011-06-24 10:03:00,5,188.85000000000002,2,2,5,225,2,United Kingdom,35
1090,13858.0,2011-10-13 16:17:00,1,16.5,3,1,1,311,3,United Kingdom,35
1091,13859.0,2011-01-17 16:14:00,14,86.39000000000001,1,5,1,151,1,United Kingdom,35
1092,13860.0,2011-12-08 12:57:00,24,425.42,5,2,4,524,5,United Kingdom,35
1093,13862.0,2011-11-21 16:24:00,45,694.99,4,4,4,444,4,United Kingdom,35
1094,13863.0,2011-04-08 17:03:00,7,83.06,1,4,2,142,1,United Kingdom,35
1095,13865.0,2011-10-12 13:31:00,8,136.07000000000002,3,2,3,323,3,United Kingdom,35
1096,13866.0,2011-09-26 14:54:00,2,44.74,2,1,3,213,2,United Kingdom,35
1097,13867.0,2011-11-08 15:48:00,17,331.40000000000003,4,3,3,433,4,United Kingdom,35
1098,13868.0,2011-11-01 12:45:00,5,63.60000000000001,3,1,3,313,3,United Kingdom,35
1099,13869.0,2011-08-08 13:53:00,95,978.0299999999995,2,5,5,255,2,United Kingdom,35
1100,13870.0,2011-12-07 13:23:00,36,750.08,5,3,4,534,5,United Kingdom,35
1101,13871.0,2011-11-17 10:49:00,85,1582.5299999999997,4,5,4,454,4,United Kingdom,35
1102,13873.0,2011-08-12 10:08:00,10,128.08,2,3,2,232,2,United Kingdom,35
1103,13874.0,2010-12-16 18:20:00,3,58.0,1,2,4,124,1,United Kingdom,35
1104,13875.0,2011-10-17 09:36:00,29,443.9899999999999,3,4,4,344,3,United Kingdom,35
1105,13876.0,2011-10-07 10:22:00,2,36.5,3,1,2,312,3,United Kingdom,35
1106,13878.0,2011-10-16 12:19:00,10,351.23999999999995,3,2,5,325,3,United Kingdom,35
1107,13880.0,2011-11-18 13:44:00,59,1121.73,4,5,3,453,4,United Kingdom,35
1108,13881.0,2011-11-28 15:09:00,62,6461.389999999999,5,4,5,545,5,United Kingdom,35
1109,13882.0,2011-12-07 11:16:00,24,456.92,5,2,4,524,5,United Kingdom,35
1110,13883.0,2011-12-08 19:20:00,48,695.9000000000002,5,4,2,542,5,United Kingdom,35
1111,13884.0,2011-12-02 16:30:00,12,120.55000000000001,5,1,3,513,5,United Kingdom,35
1112,13885.0,2011-06-03 15:07:00,7,112.55,1,4,2,142,1,United Kingdom,35
1113,13886.0,2011-09-29 13:17:00,4,55.400000000000006,3,1,3,313,3,United Kingdom,35
1114,13887.0,2011-05-19 17:22:00,9,180.01,1,4,4,144,1,United Kingdom,35
1115,13888.0,2011-08-12 10:13:00,16,229.66000000000003,2,4,2,242,2,United Kingdom,35
1116,13889.0,2011-09-08 09:13:00,3,58.15,2,1,3,213,2,United Kingdom,35
1117,13890.0,2011-12-08 15:36:00,27,464.91,5,3,2,532,5,United Kingdom,35
1118,13892.0,2011-11-13 11:50:00,14,286.83,4,2,4,424,4,United Kingdom,35
1119,13893.0,2011-02-15 11:30:00,3,367.6,1,2,5,125,1,United Kingdom,35
1120,13894.0,2011-11-17 13:35:00,8,136.25,4,2,2,422,4,United Kingdom,35
1121,13895.0,2011-11-18 17:15:00,37,727.5,4,4,4,444,4,United Kingdom,35
1122,13897.0,2011-10-20 14:30:00,6,83.25999999999999,3,2,1,321,3,United Kingdom,35
1123,13898.0,2011-01-18 10:28:00,5,56.519999999999996,1,3,2,132,1,United Kingdom,35
1124,13899.0,2011-03-10 09:30:00,5,124.2,1,3,4,134,1,United Kingdom,35
1125,13900.0,2011-05-31 12:11:00,15,240.97,1,5,3,153,1,United Kingdom,35
1126,13901.0,2011-09-28 14:48:00,47,911.24,2,5,5,255,2,United Kingdom,35
1127,13904.0,2011-11-02 13:41:00,9,87.12,3,2,2,322,3,United Kingdom,35
1128,13908.0,2011-09-21 11:49:00,37,726.81,2,5,4,254,2,United Kingdom,35
1129,13911.0,2011-07-18 13:30:00,35,556.8100000000001,2,5,4,254,2,United Kingdom,35
1130,13914.0,2011-11-28 10:35:00,8,157.92,5,1,3,513,5,United Kingdom,35
1131,13917.0,2011-10-21 09:56:00,7,105.38,3,2,2,322,3,United Kingdom,35
1132,13918.0,2011-10-21 12:25:00,7,178.82,3,2,4,324,3,United Kingdom,35
1133,13919.0,2011-10-17 15:24:00,14,132.17999999999998,3,3,2,332,3,Denmark,9
1134,13922.0,2010-12-23 10:38:00,2,53.3,1,1,4,114,1,United Kingdom,35
1135,13923.0,2011-10-17 12:33:00,5,68.99,3,1,3,313,3,United Kingdom,35
1136,13924.0,2011-12-08 09:39:00,41,493.73,5,3,2,532,5,United Kingdom,35
1137,13925.0,2011-11-03 13:00:00,14,243.29999999999995,3,3,4,334,3,United Kingdom,35
1138,13926.0,2011-11-16 13:16:00,4,81.30000000000001,4,1,3,413,4,United Kingdom,35
1139,13927.0,2011-09-26 12:00:00,8,135.19,2,3,2,232,2,United Kingdom,35
1140,13928.0,2011-11-29 10:33:00,11,196.27000000000004,5,1,4,514,5,United Kingdom,35
1141,13929.0,2011-01-21 16:11:00,1,-39.8,1,1,1,111,1,United Kingdom,35
1142,13930.0,2011-10-13 09:45:00,6,108.54,3,2,2,322,3,United Kingdom,35
1143,13931.0,2011-09-05 10:12:00,13,220.05,2,4,2,242,2,United Kingdom,35
1144,13932.0,2011-02-18 12:02:00,4,64.0,1,3,2,132,1,United Kingdom,35
1145,13933.0,2011-08-22 14:03:00,8,214.28999999999996,2,3,4,234,2,United Kingdom,35
1146,13934.0,2011-03-21 08:39:00,11,363.3500000000001,1,4,5,145,1,United Kingdom,35
1147,13936.0,2011-06-13 08:47:00,13,191.98000000000005,1,5,3,153,1,United Kingdom,35
1148,13937.0,2011-06-23 16:35:00,3,60.45,2,1,3,213,2,United Kingdom,35
1149,13939.0,2011-11-16 13:33:00,21,273.5,4,3,2,432,4,United Kingdom,35
1150,13940.0,2011-11-22 15:15:00,21,372.42,4,3,3,433,4,United Kingdom,35
1151,13941.0,2011-11-18 09:43:00,16,1650.5300000000002,4,2,5,425,4,United Kingdom,35
1152,13946.0,2011-09-21 13:33:00,3,265.08,2,1,5,215,2,United Kingdom,35
1153,13947.0,2011-10-05 14:42:00,3,53.099999999999994,3,1,3,313,3,United Kingdom,35
1154,13949.0,2011-12-07 09:35:00,52,815.9599999999997,5,4,3,543,5,United Kingdom,35
1155,13950.0,2011-11-28 14:44:00,9,259.08,5,1,4,514,5,United Kingdom,35
1156,13951.0,2011-06-16 16:43:00,10,156.0,2,3,3,233,2,United Kingdom,35
1157,13952.0,2011-05-06 09:00:00,33,793.85,1,5,5,155,1,United Kingdom,35
1158,13953.0,2011-12-02 16:04:00,5,821.36,5,1,5,515,5,United Kingdom,35
1159,13954.0,2011-12-08 12:50:00,8,119.04999999999998,5,1,3,513,5,United Kingdom,35
1160,13955.0,2011-07-08 17:19:00,12,118.45000000000002,2,3,2,232,2,United Kingdom,35
1161,13956.0,2011-12-04 13:20:00,41,225.26999999999995,5,3,1,531,5,United Kingdom,35
1162,13958.0,2010-12-02 17:03:00,1,-12.75,1,1,1,111,1,United Kingdom,35
1163,13959.0,2011-09-21 15:06:00,27,198.80000000000004,2,5,1,251,2,United Kingdom,35
1164,13960.0,2011-11-18 15:27:00,3,95.46,4,1,4,414,4,United Kingdom,35
1165,13962.0,2011-11-18 08:47:00,2,22.68,4,1,1,411,4,United Kingdom,35
1166,13963.0,2011-02-04 14:43:00,12,227.93,1,4,5,145,1,United Kingdom,35
1167,13967.0,2011-07-17 12:02:00,1,35.7,2,1,2,212,2,United Kingdom,35
1168,13969.0,2011-12-02 15:11:00,189,2798.2900000000013,5,5,4,554,5,United Kingdom,35
1169,13971.0,2011-11-21 12:06:00,54,941.8300000000003,4,5,3,453,4,United Kingdom,35
1170,13972.0,2011-05-22 11:34:00,2,33.6,1,1,3,113,1,United Kingdom,35
1171,13973.0,2011-02-25 15:21:00,2,34.5,1,1,3,113,1,United Kingdom,35
1172,13974.0,2011-10-21 14:41:00,7,104.82,3,2,2,322,3,United Kingdom,35
1173,13975.0,2011-11-08 13:19:00,99,690.09,4,5,2,452,4,United Kingdom,35
1174,13976.0,2011-05-17 09:13:00,1,63.6,1,1,4,114,1,United Kingdom,35
1175,13978.0,2011-10-25 15:04:00,6,59.14,3,2,1,321,3,United Kingdom,35
1176,13979.0,2011-09-27 13:32:00,17,268.71,2,4,3,243,2,United Kingdom,35
1177,13980.0,2011-10-10 13:34:00,5,90.16,3,1,4,314,3,United Kingdom,35
1178,13982.0,2011-10-31 16:24:00,35,616.6799999999998,3,5,3,353,3,United Kingdom,35
1179,13983.0,2011-10-31 12:05:00,36,473.61999999999995,3,5,2,352,3,United Kingdom,35
1180,13984.0,2011-11-13 12:38:00,5,73.93,4,1,3,413,4,United Kingdom,35
1181,13985.0,2011-12-05 17:06:00,105,2030.51,5,5,3,553,5,United Kingdom,35
1182,13986.0,2011-11-22 15:00:00,5,120.30000000000001,4,1,4,414,4,United Kingdom,35
1183,13988.0,2011-11-20 10:15:00,76,1181.6500000000003,4,5,3,453,4,United Kingdom,35
1184,13989.0,2011-10-05 09:47:00,13,398.8,3,3,5,335,3,United Kingdom,35
1185,13990.0,2011-05-10 15:19:00,4,91.9,1,3,4,134,1,United Kingdom,35
1186,13991.0,2011-11-27 16:18:00,26,229.36,5,2,2,522,5,United Kingdom,35
1187,13992.0,2011-11-09 15:23:00,3,48.3,4,1,2,412,4,United Kingdom,35
1188,13993.0,2011-10-28 09:06:00,35,905.51,3,5,4,354,3,United Kingdom,35
1189,13994.0,2011-12-06 11:05:00,50,658.12,5,4,2,542,5,United Kingdom,35
1190,13995.0,2011-11-24 14:22:00,28,422.75999999999993,4,4,2,442,4,United Kingdom,35
1191,13999.0,2011-11-29 13:40:00,62,1095.31,5,4,4,544,5,United Kingdom,35
1192,14000.0,2011-05-17 13:44:00,5,122.30999999999999,1,3,4,134,1,United Kingdom,35
1193,14001.0,2011-10-25 10:31:00,12,876.82,3,3,5,335,3,United Kingdom,35
1194,14002.0,2011-07-28 15:55:00,14,152.60999999999999,2,4,2,242,2,United Kingdom,35
1195,14004.0,2011-10-27 14:40:00,57,1462.79,3,5,5,355,3,United Kingdom,35
1196,14005.0,2011-11-30 12:41:00,29,1221.5,5,3,5,535,5,United Kingdom,35
1197,14006.0,2011-08-16 09:39:00,8,182.75,2,3,3,233,2,United Kingdom,35
1198,14009.0,2011-05-25 15:47:00,12,152.85000000000002,1,4,4,144,1,United Kingdom,35
1199,14012.0,2011-03-07 12:26:00,5,160.7,1,3,5,135,1,United Kingdom,35
1200,14013.0,2011-08-21 15:01:00,10,153.79999999999998,2,3,3,233,2,United Kingdom,35
1201,14014.0,2011-09-23 13:18:00,11,130.42,2,3,2,232,2,United Kingdom,35
1202,14015.0,2011-10-18 10:02:00,5,216.6,3,1,5,315,3,United Kingdom,35
1203,14016.0,2011-07-01 11:29:00,41,1016.1500000000001,2,5,5,255,2,EIRE,10
1204,14019.0,2011-10-24 10:13:00,17,393.99,3,3,5,335,3,United Kingdom,35
1205,14020.0,2011-11-23 09:22:00,14,232.42000000000002,4,2,4,424,4,United Kingdom,35
1206,14021.0,2011-07-07 15:46:00,5,140.25,2,2,4,224,2,United Kingdom,35
1207,14022.0,2011-04-28 14:39:00,9,111.54,1,4,2,142,1,United Kingdom,35
1208,14023.0,2011-12-02 13:58:00,9,180.08,5,1,4,514,5,United Kingdom,35
1209,14024.0,2011-08-10 11:30:00,3,75.45,2,1,4,214,2,United Kingdom,35
1210,14027.0,2011-10-10 09:01:00,2,27.599999999999998,3,1,2,312,3,United Kingdom,35
1211,14029.0,2011-10-07 14:46:00,7,214.86,3,2,5,325,3,United Kingdom,35
1212,14030.0,2011-11-21 16:48:00,68,559.4699999999999,4,5,2,452,4,United Kingdom,35
1213,14031.0,2011-12-02 17:13:00,76,3855.1600000000003,5,4,5,545,5,United Kingdom,35
1214,14032.0,2011-11-23 16:24:00,46,779.8799999999997,4,4,4,444,4,United Kingdom,35
1215,14034.0,2011-11-17 14:02:00,31,112.30999999999999,4,4,1,441,4,United Kingdom,35
1216,14035.0,2011-11-11 10:03:00,19,342.86999999999995,4,3,3,433,4,United Kingdom,35
1217,14036.0,2011-02-28 09:26:00,9,136.44000000000003,1,4,3,143,1,United Kingdom,35
1218,14037.0,2011-06-16 13:57:00,10,64.55000000000001,2,3,1,231,2,United Kingdom,35
1219,14038.0,2011-09-22 13:37:00,27,435.1800000000001,2,5,3,253,2,United Kingdom,35
1220,14039.0,2011-11-06 13:48:00,3,102.6,3,1,4,314,3,United Kingdom,35
1221,14040.0,2011-10-30 12:42:00,75,1062.8100000000002,3,5,4,354,3,United Kingdom,35
1222,14041.0,2011-03-18 13:25:00,5,19.93,1,3,1,131,1,United Kingdom,35
1223,14044.0,2011-11-13 12:05:00,66,204.24000000000007,4,5,1,451,4,United Kingdom,35
1224,14045.0,2011-01-06 10:01:00,3,813.7499999999999,1,2,5,125,1,United Kingdom,35
1225,14046.0,2011-02-28 14:48:00,5,27.61,1,3,1,131,1,United Kingdom,35
1226,14047.0,2011-12-01 11:43:00,14,532.97,5,2,5,525,5,United Kingdom,35
1227,14048.0,2011-02-07 14:53:00,34,179.55,1,5,3,153,1,United Kingdom,35
1228,14049.0,2011-11-23 12:20:00,141,1582.8700000000001,4,5,4,454,4,United Kingdom,35
1229,14050.0,2011-11-08 10:00:00,18,244.19999999999996,4,3,2,432,4,United Kingdom,35
1230,14051.0,2011-12-09 10:20:00,61,4466.77,5,4,5,545,5,United Kingdom,35
1231,14052.0,2011-11-20 12:30:00,15,72.34,4,2,1,421,4,United Kingdom,35
1232,14053.0,2011-08-07 14:27:00,2,135.25,2,1,4,214,2,United Kingdom,35
1233,14054.0,2011-10-05 15:49:00,1,16.5,3,1,1,311,3,United Kingdom,35
1234,14055.0,2011-08-25 15:04:00,3,139.25,2,1,4,214,2,United Kingdom,35
1235,14056.0,2011-12-08 13:36:00,312,2249.5600000000018,5,5,3,553,5,United Kingdom,35
1236,14057.0,2011-11-16 10:32:00,95,2244.38,4,5,5,455,4,United Kingdom,35
1237,14059.0,2011-03-18 10:06:00,3,90.6,1,2,4,124,1,United Kingdom,35
1238,14060.0,2011-12-05 12:29:00,60,1947.08,5,4,5,545,5,United Kingdom,35
1239,14062.0,2011-11-30 10:04:00,36,3792.7199999999993,5,3,5,535,5,United Kingdom,35
1240,14064.0,2011-11-10 13:14:00,19,451.2199999999999,4,3,4,434,4,United Kingdom,35
1241,14066.0,2011-03-18 12:21:00,2,30.299999999999997,1,1,3,113,1,United Kingdom,35
1242,14067.0,2011-10-07 10:21:00,16,103.74000000000001,3,3,1,331,3,United Kingdom,35
1243,14068.0,2011-01-23 16:02:00,6,76.85,1,3,3,133,1,United Kingdom,35
1244,14071.0,2011-12-06 12:27:00,94,369.90999999999974,5,5,1,551,5,United Kingdom,35
1245,14073.0,2011-11-07 15:49:00,8,88.36000000000001,4,2,1,421,4,United Kingdom,35
1246,14075.0,2011-11-20 12:32:00,11,195.0,4,2,3,423,4,United Kingdom,35
1247,14076.0,2011-08-02 15:19:00,13,30.020000000000007,2,4,1,241,2,United Kingdom,35
1248,14077.0,2011-09-22 13:44:00,15,99.27999999999999,2,4,1,241,2,United Kingdom,35
1249,14078.0,2011-08-30 12:16:00,22,306.3299999999999,2,5,2,252,2,United Kingdom,35
1250,14079.0,2011-08-07 12:10:00,3,92.14999999999999,2,1,4,214,2,United Kingdom,35
1251,14081.0,2011-03-17 14:24:00,43,251.71000000000004,1,5,4,154,1,United Kingdom,35
1252,14082.0,2010-12-10 11:02:00,5,38.849999999999994,1,3,1,131,1,United Kingdom,35
1253,14083.0,2011-12-05 13:14:00,54,315.84000000000003,5,4,1,541,5,United Kingdom,35
1254,14085.0,2011-12-07 13:46:00,140,1299.7799999999997,5,5,2,552,5,United Kingdom,35
1255,14087.0,2011-12-07 12:41:00,21,50.9,5,2,1,521,5,United Kingdom,35
1256,14088.0,2011-11-29 16:16:00,173,15132.409999999998,5,5,5,555,5,United Kingdom,35
1257,14089.0,2011-10-14 10:38:00,3,37.25,3,1,2,312,3,United Kingdom,35
1258,14090.0,2011-01-19 10:51:00,1,76.32000000000001,1,1,4,114,1,United Kingdom,35
1259,14092.0,2011-12-02 12:13:00,64,1240.27,5,4,4,544,5,United Kingdom,35
1260,14093.0,2011-11-27 16:27:00,26,121.12,5,2,1,521,5,United Kingdom,35
1261,14096.0,2011-12-05 17:17:00,1495,17665.829999999958,5,5,5,555,5,United Kingdom,35
1262,14098.0,2011-11-03 10:13:00,5,16.209999999999997,3,1,1,311,3,United Kingdom,35
1263,14099.0,2011-11-23 13:53:00,73,1013.1,4,5,3,453,4,United Kingdom,35
1264,14100.0,2011-07-25 11:01:00,5,35.8,2,2,1,221,2,United Kingdom,35
1265,14101.0,2011-09-27 12:28:00,10,2284.9,2,3,5,235,2,United Kingdom,35
1266,14102.0,2011-12-04 15:38:00,26,390.97999999999996,5,2,4,524,5,United Kingdom,35
1267,14104.0,2011-06-27 12:49:00,7,33.800000000000004,2,2,1,221,2,United Kingdom,35
1268,14105.0,2011-09-15 16:13:00,23,349.23,2,5,2,252,2,United Kingdom,35
1269,14107.0,2011-10-19 12:12:00,38,796.39,3,5,3,353,3,United Kingdom,35
1270,14108.0,2011-11-09 10:41:00,10,133.24,4,2,2,422,4,United Kingdom,35
1271,14109.0,2011-09-28 10:18:00,2,45.2,2,1,3,213,2,United Kingdom,35
1272,14110.0,2011-11-03 11:47:00,42,1925.72,3,5,5,355,3,United Kingdom,35
1273,14111.0,2011-11-25 13:44:00,4,392.1,4,1,5,415,4,United Kingdom,35
1274,14112.0,2011-11-17 12:30:00,57,742.7500000000005,4,5,2,452,4,United Kingdom,35
1275,14113.0,2011-12-06 12:18:00,8,260.8,5,1,4,514,5,United Kingdom,35
1276,14114.0,2011-03-11 09:42:00,5,110.58000000000001,1,3,4,134,1,United Kingdom,35
1277,14116.0,2011-11-20 10:29:00,20,428.81,4,3,4,434,4,United Kingdom,35
1278,14121.0,2011-12-06 12:19:00,55,850.62,5,4,3,543,5,United Kingdom,35
1279,14124.0,2011-09-16 13:32:00,1,143.26,2,1,5,215,2,United Kingdom,35
1280,14125.0,2011-11-29 12:47:00,42,671.9199999999997,5,3,4,534,5,United Kingdom,35
1281,14126.0,2011-12-02 11:45:00,7,117.85000000000001,5,1,3,513,5,United Kingdom,35
1282,14127.0,2011-08-09 10:49:00,15,242.08000000000007,2,4,3,243,2,United Kingdom,35
1283,14128.0,2011-10-10 12:00:00,16,237.43999999999994,3,3,3,333,3,United Kingdom,35
1284,14129.0,2011-12-08 11:02:00,19,408.24999999999994,5,2,4,524,5,United Kingdom,35
1285,14130.0,2011-01-24 16:05:00,27,193.26000000000002,1,5,3,153,1,United Kingdom,35
1286,14132.0,2011-12-07 13:35:00,58,1004.49,5,4,3,543,5,United Kingdom,35
1287,14133.0,2011-08-02 11:33:00,7,127.47000000000001,2,2,4,224,2,United Kingdom,35
1288,14135.0,2011-12-08 11:38:00,35,1330.89,5,3,5,535,5,United Kingdom,35
1289,14138.0,2011-12-08 12:44:00,18,497.48,5,2,5,525,5,United Kingdom,35
1290,14139.0,2011-10-24 13:34:00,7,105.06,3,2,2,322,3,United Kingdom,35
1291,14140.0,2011-12-06 09:05:00,19,305.61999999999995,5,2,3,523,5,United Kingdom,35
1292,14141.0,2011-12-07 09:53:00,14,274.39000000000004,5,2,3,523,5,United Kingdom,35
1293,14142.0,2010-12-01 16:33:00,5,96.17999999999999,1,3,4,134,1,United Kingdom,35
1294,14143.0,2011-07-29 09:48:00,1,15.0,2,1,1,211,2,United Kingdom,35
1295,14145.0,2011-10-24 12:10:00,7,1366.2,3,2,5,325,3,United Kingdom,35
1296,14146.0,2011-12-01 10:18:00,72,1040.04,5,4,3,543,5,United Kingdom,35
1297,14147.0,2011-09-22 18:10:00,1,81.6,2,1,4,214,2,United Kingdom,35
1298,14149.0,2011-05-11 12:34:00,10,73.79999999999998,1,4,2,142,1,United Kingdom,35
1299,14150.0,2011-11-04 10:05:00,10,240.90000000000006,3,2,5,325,3,United Kingdom,35
1300,14152.0,2011-09-25 12:54:00,15,194.32,2,4,2,242,2,United Kingdom,35
1301,14154.0,2011-04-14 16:26:00,17,400.19999999999993,1,5,4,154,1,United Kingdom,35
1302,14155.0,2011-03-18 14:13:00,2,35.7,1,1,3,113,1,United Kingdom,35
1303,14156.0,2011-11-30 10:54:00,416,35127.35000000002,5,5,5,555,5,EIRE,10
1304,14157.0,2011-11-20 11:32:00,18,125.92000000000002,4,3,1,431,4,United Kingdom,35
1305,14158.0,2011-10-30 15:08:00,12,156.57999999999998,3,3,2,332,3,United Kingdom,35
1306,14159.0,2011-11-20 12:36:00,360,1405.1399999999996,4,5,4,454,4,United Kingdom,35
1307,14161.0,2011-05-08 11:41:00,34,332.59000000000003,1,5,4,154,1,United Kingdom,35
1308,14162.0,2011-06-19 11:36:00,4,46.85,2,2,1,221,2,United Kingdom,35
1309,14163.0,2011-07-10 14:49:00,16,708.1099999999999,2,4,5,245,2,United Kingdom,35
1310,14164.0,2011-09-30 12:24:00,7,690.45,3,2,5,325,3,United Kingdom,35
1311,14165.0,2011-03-09 12:39:00,10,41.25000000000001,1,4,1,141,1,United Kingdom,35
1312,14167.0,2011-10-31 14:29:00,16,193.95,3,3,3,333,3,United Kingdom,35
1313,14171.0,2011-09-02 16:43:00,17,94.85,2,4,1,241,2,United Kingdom,35
1314,14173.0,2011-11-29 11:52:00,6,97.9,5,1,2,512,5,United Kingdom,35
1315,14174.0,2011-11-06 13:17:00,13,65.28999999999999,3,3,1,331,3,United Kingdom,35
1316,14175.0,2011-10-19 13:42:00,58,1125.21,3,5,4,354,3,United Kingdom,35
1317,14176.0,2011-02-15 13:12:00,13,235.24999999999997,1,5,3,153,1,United Kingdom,35
1318,14177.0,2011-09-14 15:11:00,14,239.58,2,4,3,243,2,United Kingdom,35
1319,14178.0,2011-12-01 12:01:00,97,430.1000000000001,5,5,1,551,5,United Kingdom,35
1320,14179.0,2011-10-30 12:07:00,42,159.51999999999998,3,5,1,351,3,United Kingdom,35
1321,14180.0,2011-11-29 10:56:00,70,1218.9200000000003,5,4,4,544,5,United Kingdom,35
1322,14184.0,2011-10-04 12:43:00,6,107.4,3,2,2,322,3,United Kingdom,35
1323,14188.0,2011-11-09 12:45:00,18,577.4499999999999,4,3,5,435,4,United Kingdom,35
1324,14189.0,2011-12-07 15:55:00,89,1542.7099999999996,5,5,3,553,5,United Kingdom,35
1325,14191.0,2011-12-08 09:23:00,57,1091.44,5,4,3,543,5,United Kingdom,35
1326,14193.0,2011-10-03 09:34:00,14,351.34999999999997,3,3,5,335,3,United Kingdom,35
1327,14194.0,2011-12-05 10:38:00,185,3301.5100000000007,5,5,4,554,5,United Kingdom,35
1328,14195.0,2011-04-01 16:50:00,1,392.0,1,1,5,115,1,United Kingdom,35
1329,14196.0,2011-08-25 10:25:00,3,73.72,2,1,4,214,2,United Kingdom,35
1330,14198.0,2011-11-21 16:35:00,13,181.64999999999998,4,2,3,423,4,United Kingdom,35
1331,14199.0,2011-05-05 13:44:00,1,175.2,1,1,5,115,1,United Kingdom,35
1332,14201.0,2011-09-20 10:47:00,12,223.06000000000003,2,3,4,234,2,United Kingdom,35
1333,14204.0,2011-12-07 13:38:00,6,10.420000000000002,5,1,1,511,5,United Kingdom,35
1334,14205.0,2011-11-29 11:56:00,15,123.08000000000001,5,2,1,521,5,United Kingdom,35
1335,14206.0,2011-04-14 16:38:00,3,45.3,1,2,2,122,1,United Kingdom,35
1336,14208.0,2011-09-06 12:48:00,4,54.94,2,2,1,221,2,United Kingdom,35
1337,14209.0,2011-11-29 10:18:00,24,618.45,5,2,5,525,5,United Kingdom,35
